# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -733.80000000 ps, Average over 3000 waveforms. Timestamp: 2025-11-05T15:52:25
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-717.50136054	-0.02535499
-717.46836735	-0.01789690
-717.43537415	-0.00891685
-717.40238095	0.00140336
-717.36938776	0.01298599
-717.33639456	0.02548302
-717.30340136	0.03853769
-717.27040816	0.05161239
-717.23741497	0.06423901
-717.20442177	0.07562498
-717.17142857	0.08525214
-717.13843537	0.09258254
-717.10544218	0.09705174
-717.07244898	0.09838053
-717.03945578	0.09648896
-717.00646259	0.09136264
-716.97346939	0.08338333
-716.94047619	0.07279184
-716.90748299	0.06025371
-716.87448980	0.04653762
-716.84149660	0.03194935
-716.80850340	0.01738976
-716.77551020	0.00341486
-716.74251701	-0.00960804
-716.70952381	-0.02113201
-716.67653061	-0.03111574
-716.64353741	-0.03927471
-716.61054422	-0.04580041
-716.57755102	-0.05075958
-716.54455782	-0.05438690
-716.51156463	-0.05689960
-716.47857143	-0.05859826
-716.44557823	-0.05960902
-716.41258503	-0.06033852
-716.37959184	-0.06070234
-716.34659864	-0.06105356
-716.31360544	-0.06127979
-716.28061224	-0.06153201
-716.24761905	-0.06183606
-716.21462585	-0.06194337
-716.18163265	-0.06192912
-716.14863946	-0.06149393
-716.11564626	-0.06051827
-716.08265306	-0.05885131
-716.04965986	-0.05625141
-716.01666667	-0.05276409
-715.98367347	-0.04814874
-715.95068027	-0.04250754
-715.91768707	-0.03585094
-715.88469388	-0.02847627
-715.85170068	-0.02029077
-715.81870748	-0.01182057
-715.78571429	-0.00314941
-715.75272109	0.00532351
-715.71972789	0.01340166
-715.68673469	0.02090865
-715.65374150	0.02767061
-715.62074830	0.03339512
-715.58775510	0.03821872
-715.55476190	0.04201003
-715.52176871	0.04454307
-715.48877551	0.04602430
-715.45578231	0.04623088
-715.42278912	0.04531072
-715.38979592	0.04321864
-715.35680272	0.04005847
-715.32380952	0.03602368
-715.29081633	0.03119979
-715.25782313	0.02588961
-715.22482993	0.02024942
-715.19183673	0.01420786
-715.15884354	0.00817608
-715.12585034	0.00195276
-715.09285714	-0.00426040
-715.05986395	-0.01054391
-715.02687075	-0.01682920
-714.99387755	-0.02288662
-714.96088435	-0.02894646
-714.92789116	-0.03463729
-714.89489796	-0.04012246
-714.86190476	-0.04510160
-714.82891156	-0.04949628
-714.79591837	-0.05303264
-714.76292517	-0.05573735
-714.72993197	-0.05722983
-714.69693878	-0.05754161
-714.66394558	-0.05650250
-714.63095238	-0.05417763
-714.59795918	-0.05040729
-714.56496599	-0.04544029
-714.53197279	-0.03925679
-714.49897959	-0.03218631
-714.46598639	-0.02420867
-714.43299320	-0.01592349
-714.40000000	-0.00733518
-714.36700680	0.00115517
-714.33401361	0.00926782
-714.30102041	0.01682614
-714.26802721	0.02358187
-714.23503401	0.02932308
-714.20204082	0.03404928
-714.16904762	0.03777225
-714.13605442	0.04032689
-714.10306122	0.04205212
-714.07006803	0.04289562
-714.03707483	0.04295073
-714.00408163	0.04247744
-713.97108844	0.04137515
-713.93809524	0.03996822
-713.90510204	0.03820956
-713.87210884	0.03621278
-713.83911565	0.03414395
-713.80612245	0.03214976
-713.77312925	0.03025051
-713.74013605	0.02867855
-713.70714286	0.02733542
-713.67414966	0.02642002
-713.64115646	0.02557541
-713.60816327	0.02493972
-713.57517007	0.02435042
-713.54217687	0.02356702
-713.50918367	0.02265325
-713.47619048	0.02128849
-713.44319728	0.01952198
-713.41020408	0.01712903
-713.37721088	0.01407173
-713.34421769	0.01038768
-713.31122449	0.00589506
-713.27823129	0.00077044
-713.24523810	-0.00490894
-713.21224490	-0.01093715
-713.17925170	-0.01712249
-713.14625850	-0.02328232
-713.11326531	-0.02924163
-713.08027211	-0.03471838
-713.04727891	-0.03958815
-713.01428571	-0.04387437
-712.98129252	-0.04721681
-712.94829932	-0.04978454
-712.91530612	-0.05136587
-712.88231293	-0.05213370
-712.84931973	-0.05197898
-712.81632653	-0.05115849
-712.78333333	-0.04953310
-712.75034014	-0.04720656
-712.71734694	-0.04430238
-712.68435374	-0.04076726
-712.65136054	-0.03673784
-712.61836735	-0.03224813
-712.58537415	-0.02736240
-712.55238095	-0.02213480
-712.51938776	-0.01665872
-712.48639456	-0.01106110
-712.45340136	-0.00539879
-712.42040816	0.00022300
-712.38741497	0.00556041
-712.35442177	0.01050849
-712.32142857	0.01513528
-712.28843537	0.01913419
-712.25544218	0.02261644
-712.22244898	0.02562223
-712.18945578	0.02805184
-712.15646259	0.02997223
-712.12346939	0.03169838
-712.09047619	0.03292809
-712.05748299	0.03414341
-712.02448980	0.03518386
-711.99149660	0.03625294
-711.95850340	0.03741740
-711.92551020	0.03883102
-711.89251701	0.04040187
-711.85952381	0.04244033
-711.82653061	0.04466280
-711.79353741	0.04732478
-711.76054422	0.05024589
-711.72755102	0.05345625
-711.69455782	0.05671953
-711.66156463	0.05998967
-711.62857143	0.06282619
-711.59557823	0.06511081
-711.56258503	0.06646751
-711.52959184	0.06647812
-711.49659864	0.06500643
-711.46360544	0.06179942
-711.43061224	0.05681349
-711.39761905	0.04994314
-711.36462585	0.04152763
-711.33163265	0.03160767
-711.29863946	0.02053421
-711.26564626	0.00867418
-711.23265306	-0.00360442
-711.19965986	-0.01599189
-711.16666667	-0.02804221
-711.13367347	-0.03961289
-711.10068027	-0.05017468
-711.06768707	-0.05972737
-711.03469388	-0.06791235
-711.00170068	-0.07465498
-710.96870748	-0.07994292
-710.93571429	-0.08358619
-710.90272109	-0.08569757
-710.86972789	-0.08623941
-710.83673469	-0.08518647
-710.80374150	-0.08270287
-710.77074830	-0.07910071
-710.73775510	-0.07430553
-710.70476190	-0.06879487
-710.67176871	-0.06269108
-710.63877551	-0.05614141
-710.60578231	-0.04963532
-710.57278912	-0.04290342
