# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -740.00000000 ps, Average over 3000 waveforms. Timestamp: 2026-03-04T14:35:48
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-724.88448845	0.04491490
-724.85148515	0.05206902
-724.81848185	0.05993762
-724.78547855	0.06857875
-724.75247525	0.07785708
-724.71947195	0.08783480
-724.68646865	0.09808589
-724.65346535	0.10879051
-724.62046205	0.11954581
-724.58745875	0.13028075
-724.55445545	0.14088313
-724.52145215	0.15131076
-724.48844884	0.16151394
-724.45544554	0.17170526
-724.42244224	0.18191622
-724.38943894	0.19270271
-724.35643564	0.20430704
-724.32343234	0.21719478
-724.29042904	0.23204356
-724.25742574	0.24933211
-724.22442244	0.26973499
-724.19141914	0.29365642
-724.15841584	0.32168383
-724.12541254	0.35401541
-724.09240924	0.39048493
-724.05940594	0.43072688
-724.02640264	0.47398377
-723.99339934	0.51911236
-723.96039604	0.56441005
-723.92739274	0.60790599
-723.89438944	0.64720657
-723.86138614	0.67925148
-723.82838284	0.70135915
-723.79537954	0.71020718
-723.76237624	0.70346890
-723.72937294	0.67850193
-723.69636964	0.63456921
-723.66336634	0.57097080
-723.63036304	0.48958866
-723.59735974	0.39270194
-723.56435644	0.28445195
-723.53135314	0.16982279
-723.49834983	0.05404786
-723.46534653	-0.05806722
-723.43234323	-0.16290269
-723.39933993	-0.25919993
-723.36633663	-0.34851396
-723.33333333	-0.43577378
-723.30033003	-0.52886155
-723.26732673	-0.63789597
-723.23432343	-0.77372700
-723.20132013	-0.94666033
-723.16831683	-1.16458427
-723.13531353	-1.43116379
-723.10231023	-1.74325041
-723.06930693	-2.08916314
-723.03630363	-2.44740140
-723.00330033	-2.78687981
-722.97029703	-3.07047560
-722.93729373	-3.25952719
-722.90429043	-3.31811314
-722.87128713	-3.21928489
-722.83828383	-2.94900305
-722.80528053	-2.51286903
-722.77227723	-1.93736238
-722.73927393	-1.26880179
-722.70627063	-0.56543309
-722.67326733	0.11200827
-722.64026403	0.71105176
-722.60726073	1.19556046
-722.57425743	1.55199748
-722.54125413	1.78637325
-722.50825083	1.91728463
-722.47524752	1.96684008
-722.44224422	1.95454387
-722.40924092	1.89406008
-722.37623762	1.79546397
-722.34323432	1.66820648
-722.31023102	1.52396392
-722.27722772	1.37629248
-722.24422442	1.23712840
-722.21122112	1.11342749
-722.17821782	1.00483707
-722.14521452	0.90589873
-722.11221122	0.81032817
-722.07920792	0.71523115
-722.04620462	0.62321732
-722.01320132	0.53950714
-721.98019802	0.46917798
-721.94719472	0.41286108
-721.91419142	0.36700556
-721.88118812	0.32634238
-721.84818482	0.28633309
-721.81518152	0.24525060
-721.78217822	0.20327578
-721.74917492	0.16083826
-721.71617162	0.11791971
-721.68316832	0.07394919
-721.65016502	0.02959488
-721.61716172	-0.01300924
-721.58415842	-0.05069458
-721.55115512	-0.08052280
-721.51815182	-0.10103802
-721.48514851	-0.11212279
-721.45214521	-0.11418956
-721.41914191	-0.10755101
-721.38613861	-0.09233005
-721.35313531	-0.06968547
-721.32013201	-0.04207837
-721.28712871	-0.01316957
-721.25412541	0.01319285
-721.22112211	0.03418639
-721.18811881	0.04807290
-721.15511551	0.05453425
-721.12211221	0.05386501
-721.08910891	0.04729223
-721.05610561	0.03642182
-721.02310231	0.02315672
-720.99009901	0.00925919
-720.95709571	-0.00433075
-720.92409241	-0.01673265
-720.89108911	-0.02722425
-720.85808581	-0.03469921
-720.82508251	-0.03811129
-720.79207921	-0.03711463
-720.75907591	-0.03235301
-720.72607261	-0.02481073
-720.69306931	-0.01595561
-720.66006601	-0.00663672
-720.62706271	0.00204774
-720.59405941	0.00867346
-720.56105611	0.01209842
-720.52805281	0.01116626
-720.49504950	0.00671033
-720.46204620	0.00017245
-720.42904290	-0.00637763
-720.39603960	-0.01193889
-720.36303630	-0.01666867
-720.33003300	-0.02128089
-720.29702970	-0.02638660
-720.26402640	-0.03183947
-720.23102310	-0.03731435
-720.19801980	-0.04207472
-720.16501650	-0.04565762
-720.13201320	-0.04732007
-720.09900990	-0.04677098
-720.06600660	-0.04443298
-720.03300330	-0.04091160
-720.00000000	-0.03707439
-719.96699670	-0.03309817
-719.93399340	-0.02894032
-719.90099010	-0.02435540
-719.86798680	-0.02068297
-719.83498350	-0.01892024
-719.80198020	-0.01981823
-719.76897690	-0.02268058
-719.73597360	-0.02519437
-719.70297030	-0.02504230
-719.66996700	-0.02058855
-719.63696370	-0.01184972
-719.60396040	0.00041841
-719.57095710	0.01475865
-719.53795380	0.02965040
-719.50495050	0.04393885
-719.47194719	0.05656567
-719.43894389	0.06697973
-719.40594059	0.07470695
-719.37293729	0.07949503
-719.33993399	0.08091873
-719.30693069	0.07889657
-719.27392739	0.07334817
-719.24092409	0.06431471
-719.20792079	0.05168814
-719.17491749	0.03548616
-719.14191419	0.01641872
-719.10891089	-0.00449280
-719.07590759	-0.02479193
-719.04290429	-0.04265493
-719.00990099	-0.05606422
-718.97689769	-0.06392213
-718.94389439	-0.06613948
-718.91089109	-0.06317066
-718.87788779	-0.05639546
-718.84488449	-0.04710743
-718.81188119	-0.03653783
-718.77887789	-0.02605956
-718.74587459	-0.01707962
-718.71287129	-0.01131006
-718.67986799	-0.00993626
-718.64686469	-0.01319213
-718.61386139	-0.01992330
-718.58085809	-0.02861060
-718.54785479	-0.03746234
-718.51485149	-0.04544472
-718.48184818	-0.05185751
-718.44884488	-0.05618737
-718.41584158	-0.05802336
-718.38283828	-0.05709669
-718.34983498	-0.05355113
-718.31683168	-0.04781838
-718.28382838	-0.04069795
-718.25082508	-0.03336755
-718.21782178	-0.02668045
-718.18481848	-0.02141977
-718.15181518	-0.01719978
-718.11881188	-0.01390378
-718.08580858	-0.01097344
-718.05280528	-0.00832560
-718.01980198	-0.00606935
-717.98679868	-0.00457056
-717.95379538	-0.00351350
-717.92079208	-0.00298111
-717.88778878	-0.00286474
-717.85478548	-0.00352755
-717.82178218	-0.00554115
-717.78877888	-0.00888792
-717.75577558	-0.01294840
-717.72277228	-0.01609822
-717.68976898	-0.01702968
-717.65676568	-0.01444524
-717.62376238	-0.00888416
-717.59075908	-0.00150961
-717.55775578	0.00509742
-717.52475248	0.00872981
-717.49174917	0.00806058
-717.45874587	0.00257733
-717.42574257	-0.00643937
-717.39273927	-0.01755556
-717.35973597	-0.02870773
-717.32673267	-0.03833981
-717.29372937	-0.04555988
-717.26072607	-0.04993599
-717.22772277	-0.05161246
-717.19471947	-0.05086981
-717.16171617	-0.04822235
-717.12871287	-0.04450507
-717.09570957	-0.04011815
-717.06270627	-0.03579979
-717.02970297	-0.03173189
-716.99669967	-0.02814372
-716.96369637	-0.02528992
-716.93069307	-0.02295968
-716.89768977	-0.02126242
-716.86468647	-0.01984951
-716.83168317	-0.01926839
-716.79867987	-0.01977376
-716.76567657	-0.02177049
-716.73267327	-0.02499056
-716.69966997	-0.02819673
-716.66666667	-0.02962040
-716.63366337	-0.02754706
-716.60066007	-0.02114227
-716.56765677	-0.01119103
-716.53465347	0.00037779
-716.50165017	0.01100987
-716.46864686	0.01867744
-716.43564356	0.02256410
-716.40264026	0.02325979
-716.36963696	0.02205441
-716.33663366	0.02029177
-716.30363036	0.01860600
-716.27062706	0.01715709
-716.23762376	0.01564831
-716.20462046	0.01414164
-716.17161716	0.01313151
-716.13861386	0.01289744
-716.10561056	0.01407547
-716.07260726	0.01685735
-716.03960396	0.02059484
-716.00660066	0.02479344
-715.97359736	0.02825411
-715.94059406	0.03066590
-715.90759076	0.03213941
-715.87458746	0.03314360
-715.84158416	0.03442493
-715.80858086	0.03630116
-715.77557756	0.03867401
-715.74257426	0.04090586
-715.70957096	0.04165119
-715.67656766	0.04013970
-715.64356436	0.03551298
-715.61056106	0.02762777
-715.57755776	0.01689331
-715.54455446	0.00456106
-715.51155116	-0.00822874
-715.47854785	-0.01971345
-715.44554455	-0.02909285
-715.41254125	-0.03561346
-715.37953795	-0.03967277
-715.34653465	-0.04182950
-715.31353135	-0.04309594
-715.28052805	-0.04460848
-715.24752475	-0.04720379
-715.21452145	-0.05138519
-715.18151815	-0.05770468
-715.14851485	-0.06563156
-715.11551155	-0.07427572
-715.08250825	-0.08164572
-715.04950495	-0.08579041
-715.01650165	-0.08522894
-714.98349835	-0.07945728
-714.95049505	-0.06948966
-714.91749175	-0.05662119
-714.88448845	-0.04277125
-714.85148515	-0.02924942
-714.81848185	-0.01672704
-714.78547855	-0.00513511
-714.75247525	0.00595958
-714.71947195	0.01707485
-714.68646865	0.02829887
-714.65346535	0.03896851
-714.62046205	0.04805846
-714.58745875	0.05462298
-714.55445545	0.05802444
-714.52145215	0.05812141
-714.48844884	0.05519668
-714.45544554	0.04980435
-714.42244224	0.04280479
-714.38943894	0.03541505
-714.35643564	0.02882777
-714.32343234	0.02434846
-714.29042904	0.02294721
-714.25742574	0.02445243
-714.22442244	0.02842473
-714.19141914	0.03362298
-714.15841584	0.03905596
-714.12541254	0.04347409
-714.09240924	0.04696430
-714.05940594	0.04937271
-714.02640264	0.05096455
-713.99339934	0.05179388
-713.96039604	0.05194139
-713.92739274	0.05118368
-713.89438944	0.04877886
-713.86138614	0.04439374
-713.82838284	0.03727732
-713.79537954	0.02743461
-713.76237624	0.01577692
-713.72937294	0.00367439
-713.69636964	-0.00741109
-713.66336634	-0.01588704
-713.63036304	-0.02159771
-713.59735974	-0.02458258
-713.56435644	-0.02565981
-713.53135314	-0.02564959
-713.49834983	-0.02534810
-713.46534653	-0.02533705
-713.43234323	-0.02567733
-713.39933993	-0.02658441
-713.36633663	-0.02777183
-713.33333333	-0.02888902
-713.30033003	-0.02952804
-713.26732673	-0.02907048
-713.23432343	-0.02762416
-713.20132013	-0.02575981
-713.16831683	-0.02401125
-713.13531353	-0.02310936
-713.10231023	-0.02282736
-713.06930693	-0.02291239
-713.03630363	-0.02266025
-713.00330033	-0.02173897
-712.97029703	-0.02026255
-712.93729373	-0.01811191
-712.90429043	-0.01553278
-712.87128713	-0.01255425
-712.83828383	-0.00887774
-712.80528053	-0.00466127
-712.77227723	-0.00037492
-712.73927393	0.00304477
-712.70627063	0.00470883
-712.67326733	0.00365631
-712.64026403	0.00003019
-712.60726073	-0.00517550
-712.57425743	-0.01081067
-712.54125413	-0.01533359
-712.50825083	-0.01801984
-712.47524752	-0.01820520
-712.44224422	-0.01605794
-712.40924092	-0.01210214
-712.37623762	-0.00703693
-712.34323432	-0.00164814
-712.31023102	0.00326600
-712.27722772	0.00693689
-712.24422442	0.00907904
-712.21122112	0.00949144
-712.17821782	0.00863698
